id	name	version	status	releaseDate	license	licenseUrl	copyrightNotice	moreInfoUrl	lastUpdatedUtc	languageCode
https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0	CCI Construction	1	Released	2020-01-01T00:00:00	MIT license	https://ccs.molio.dk/Home/News/EndUserLicense?sc_lang=en-gb		https://anvisninger.molio.dk/Gratis-vaerktojer/CCI_Klassifikation	2022-10-26T14:46:08.838	en-GB
