classification	id	allowedValues	dataType	description	dimension	dimensionLength	dimensionMass	dimensionTime	dimensionElectricCurrent	dimensionThermodynamicTemperature	dimensionAmountOfSubstance	dimensionLuminousIntensity	dynamicParameterPropertyCodes	example	isDynamic	isRequired	isWritable	maxExclusive	maxInclusive	methodOfMeasurement	minExclusive	minInclusive	pattern	physicalQuantity	possibleValues	predefinedValue	propertySet	propertyValueKind	symbol	units	activationDateUtc	code	creatorLanguageCode	countriesOfUse	countryOfOrigin	deActivationDateUtc	definition	deprecationExplanation	documentReference	name	replacedObjectCodes	replacingObjectCodes	revisionDateUtc	revisionNumber	status	subdivisionsOfUse	uid	versionDateUtc	versionNumber	visualRepresentationUri
https://identifier.buildingsmart.org/uri/ATALANE/REX-OBJ-1.0/class/1d7ba03e-9a6b-4268-994e-b8523e4c83d6	https://identifier.buildingsmart.org/uri/ATALANE/REX-OBJ-1.0/prop/1d2c6295-11d1-490d-b177-43cfbcc51c03	[]	Real		1 0 0 0 0 0 0	1	0	0	0	0	0	0			False				2.5			0.5		Epaisseur	[]			SINGLE		['mm']	2022-02-03T17:42:25	1d2c6295-11d1-490d-b177-43cfbcc51c03		['FR']	FR		Détermination de l'épaisseur de la couche d'usure ou de surface d'un revêtement de sol résilient PVC à queues d'aronde et type puzzle selon la norme NF EN ISO 24340			Epaisseur de la couche d'usure ou de surface d'un revêtement de sol résilient PVC à queues d'aronde et type puzzle				1	Active		1d2c6295-11d1-490d-b177-43cfbcc51c03	2022-02-15T00:00:00	1
