id	classificationType	relatedIfcEntityNames	synonyms	referenceCode	relations	activationDateUtc	code	creatorLanguageCode	countriesOfUse	countryOfOrigin	deActivationDateUtc	definition	deprecationExplanation	documentReference	name	replacedObjectCodes	replacingObjectCodes	revisionDateUtc	revisionNumber	status	subdivisionsOfUse	uid	versionDateUtc	versionNumber	visualRepresentationUri
https://identifier.buildingsmart.org/uri/uniweimar/uniweimar-0.1/class/Nondestructive	CLASS	['IfcTask']	['Non Destructive Evaluation', 'Non Destructive Inspection']	Non destructive Testing	[{'relatedClassificationName': None, 'relatedClassificationUri': 'https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcTask', 'relationType': 'HasReference'}]	2022-09-15T00:00:00	Nondestructive	de-DE	['GB', 'NL', 'IT', 'BE', 'DE']	DE		The wide group of analysis and techniques used in science and techonology industry to evaluate the properties material,component without causing a damage			Non destructive Testing				0	Preview			2022-09-15T00:00:00	1	
