id	classificationType	relatedIfcEntityNames	synonyms	referenceCode	relations	activationDateUtc	code	creatorLanguageCode	countriesOfUse	countryOfOrigin	deActivationDateUtc	definition	deprecationExplanation	documentReference	name	replacedObjectCodes	replacingObjectCodes	revisionDateUtc	revisionNumber	status	subdivisionsOfUse	uid	versionDateUtc	versionNumber	visualRepresentationUri
https://identifier.buildingsmart.org/uri/bim-de/AutobahnGmbH-1.0/class/006bd5d1-8bd6-431a-8cb9-679363c70110	CLASS	[]	[]	006bd5d1-8bd6-431a-8cb9-679363c70110	[]	2022-10-07T17:10:31.479	006bd5d1-8bd6-431a-8cb9-679363c70110	de-DE	['DE']	DE		Merkmalsgruppe Verbindungsstueck			Verbindungsstueck			2022-10-07T17:10:31.479	1	Active		006bd5d1-8bd6-431a-8cb9-679363c70110	2022-10-07T17:10:31.479	1	
