id	allowedValues	connectedPropertyCodes	dataType	description	dimension	dimensionLength	dimensionMass	dimensionTime	dimensionElectricCurrent	dimensionThermodynamicTemperature	dimensionAmountOfSubstance	dimensionLuminousIntensity	dynamicParameterPropertyCodes	example	isDynamic	maxExclusive	maxInclusive	methodOfMeasurement	minExclusive	minInclusive	pattern	physicalQuantity	propertyValueKind	possibleValues	textFormat	units	activationDateUtc	code	creatorLanguageCode	countriesOfUse	countryOfOrigin	deActivationDateUtc	definition	deprecationExplanation	documentReference	name	replacedObjectCodes	replacingObjectCodes	revisionDateUtc	revisionNumber	status	subdivisionsOfUse	uid	versionDateUtc	versionNumber	visualRepresentationUri
https://identifier.buildingsmart.org/uri/bs-agri/fruitvegs-1.0/prop/volume	[]	['height', 'width', 'depth', 'diameter']	Real		3 0 0 0 0 0 0	3	0	0	0	0	0	0		For example, the space that a substance or 3D shape occupies or contains.	False		5000	Archimedes’ Gold Crown method	0			Volume	SINGLE	[]		['cm³']	2019-01-25T00:00:00	volume	en-GB		FR		Volume is a scalar quantity expressing the amount of three-dimensional space enclosed by a closed surface. Volume is often quantified numerically using the SI derived unit, the cubic metre			Volume			2022-09-26T00:00:00	0	Active			2021-10-01T00:00:00	2	https://images.twinkl.co.uk/tw1n/image/private/t_630/u/ux/screenshot-2021-02-19-at-10.29.40_ver_1.png
